0.01, 1.00029, 1.99764, 0.000691322, 0
0.02, 1.00117, 1.99056, 0.00275857, 0
0.03, 1.00263, 1.97881, 0.00618162, 0
0.04, 1.00462, 1.96245, 0.010927, 0
0.05, 1.00714, 1.94157, 0.0169483, 0
0.06, 1.01014, 1.9163, 0.0241859, 0
0.07, 1.01356, 1.88677, 0.0325676, 0
0.08, 1.01736, 1.85315, 0.0420093, 0
0.09, 1.02147, 1.81563, 0.0524144, 0
0.1, 1.02583, 1.77441, 0.0636754, 0
0.11, 1.03036, 1.72972, 0.0756735, 0
0.12, 1.03499, 1.6818, 0.0882798, 0
0.13, 1.03964, 1.63092, 0.101355, 0
0.14, 1.04423, 1.57734, 0.114752, 0
0.15, 1.04867, 1.52135, 0.128313, 0
0.16, 1.05289, 1.46325, 0.141874, 0
0.17, 1.05682, 1.40331, 0.155265, 0
0.18, 1.06039, 1.34185, 0.168307, 0
0.19, 1.06353, 1.27914, 0.180822, 0
0.2, 1.06621, 1.21548, 0.192625, 0
0.21, 1.06838, 1.15113, 0.203535, 0
0.22, 1.07005, 1.08632, 0.213379, 0
0.23, 1.07123, 1.02125, 0.221993, 0
0.24, 1.07195, 0.956067, 0.229242, 0
0.25, 1.07229, 0.890866, 0.235025, 0
0.26, 1.07231, 0.825663, 0.239291, 0
0.27, 1.07211, 0.760419, 0.242043, 0
0.28, 1.07175, 0.695054, 0.243337, 0
0.29, 1.07128, 0.629482, 0.243263, 0
0.3, 1.0707, 0.563635, 0.241928, 0
0.31, 1.06999, 0.497484, 0.239431, 0
0.32, 1.06907, 0.431048, 0.235856, 0
0.33, 1.06786, 0.364392, 0.231261, 0
0.34, 1.06627, 0.297618, 0.22568, 0
0.35, 1.06417, 0.230859, 0.219125, 0
0.36, 1.06146, 0.164275, 0.211589, 0
0.37, 1.058, 0.0980396, 0.203049, 0
0.38, 1.05369, 0.0323387, 0.19347, 0
0.39, 1.04839, -0.0326343, 0.182807, 0
0.4, 1.04199, -0.0966833, 0.171011, 0
0.41, 1.03437, -0.159612, 0.158026, 0
0.42, 1.02543, -0.221228, 0.143794, 0
0.43, 1.01505, -0.281341, 0.128256, 0
0.44, 1.00313, -0.339773, 0.111355, 0
0.45, 0.989599, -0.39635, 0.0930334, 0
0.46, 0.974357, -0.450912, 0.0732374, 0
0.47, 0.957334, -0.503311, 0.0519166, 0
0.48, 0.938462, -0.553413, 0.0290247, 0
0.49, 0.917687, -0.601096, 0.0045205, 0
0.5, 0.894962, -0.646258, -0.0216316, 0
0.51, 0.870251, -0.688812, -0.0494615, 0
0.52, 0.84353, -0.728688, -0.0789923, 0
0.53, 0.814785, -0.765836, -0.110241, 0
0.54, 0.784013, -0.800224, -0.143217, 0
0.55, 0.751221, -0.83184, -0.177924, 0
0.56, 0.716428, -0.860689, -0.214357, 0
0.57, 0.679665, -0.886798, -0.252505, 0
0.58, 0.640971, -0.910211, -0.292351, 0
0.59, 0.600397, -0.930993, -0.333869, 0
0.6, 0.558001, -0.949224, -0.37703, 0
0.61, 0.513853, -0.965006, -0.421796, 0
0.62, 0.468029, -0.978452, -0.468126, 0
0.63, 0.420615, -0.989694, -0.515972, 0
0.64, 0.3717, -0.998877, -0.565284, 0
0.65, 0.321384, -1.00616, -0.616006, 0
0.66, 0.269768, -1.0117, -0.668083, 0
0.67, 0.216959, -1.01568, -0.721455, 0
0.68, 0.163068, -1.01827, -0.776064, 0
0.69, 0.108207, -1.01967, -0.831852, 0
0.7, 0.0524922, -1.02003, -0.888764, 0
0.71, -0.00395961, -1.01955, -0.946748, 0
0.72, -0.0610299, -1.01838, -1.00576, 0
0.73, -0.118599, -1.01667, -1.06576, 0
0.74, -0.176549, -1.01457, -1.12673, 0
0.75, -0.234759, -1.01219, -1.18864, 0
0.76, -0.293115, -1.00962, -1.2515, 0
0.77, -0.351506, -1.00691, -1.31533, 0
0.78, -0.40983, -1.0041, -1.38016, 0
0.79, -0.468001, -1.00119, -1.44604, 0
0.8, -0.525947, -0.99812, -1.51302, 0
0.81, -0.58362, -0.994837, -1.58118, 0
0.82, -0.640992, -0.991256, -1.65056, 0
0.83, -0.698054, -0.987295, -1.72119, 0
0.84, -0.754809, -0.982894, -1.79307, 0
0.85, -0.81126, -0.978028, -1.86616, 0
0.86, -0.867406, -0.972718, -1.94038, 0
0.87, -0.923228, -0.967031, -2.01562, 0
0.88, -0.978696, -0.961078, -2.09173, 0
0.89, -1.03376, -0.955008, -2.16855, 0
0.9, -1.08834, -0.948998, -2.24593, 0
0.91, -1.14238, -0.943252, -2.32366, 0
0.92, -1.19576, -0.937986, -2.40157, 0
0.93, -1.24839, -0.933428, -2.47948, 0
